User,Mentions,,,Conative,User
,,,,"('rondoniense', 'jiparan')",carlin.oliveira.716
,,,,"('jiparan', 'part')",carlin.oliveira.716
,,,,"('part', 'civil')",carlin.oliveira.716
,,,,"('civil', 'resistance')",carlin.oliveira.716
,,,,"('resistance', 'jipa')",carlin.oliveira.716
,,,,"('fight', 'believe')",alinefernandaseli
,,,,"('believe', 'even')",alinefernandaseli
,,,,"('even', 'lose')",alinefernandaseli
,,,,"('lose', 'defended')",alinefernandaseli
,,,,"('defended', 'believed')",alinefernandaseli
,,,,"('believed', 'dont')",alinefernandaseli
,,,,"('dont', 'coward')",alinefernandaseli
,,,,"('power', 'emanates')",draadrianacocinell
,,,,"('emanates', 'peoplelong')",draadrianacocinell
,,,,"('peoplelong', 'live')",draadrianacocinell
,,,,"('live', 'brazil')",draadrianacocinell
,,,,"('power', 'emanates')",yokoyamamika1
,,,,"('emanates', 'people')",yokoyamamika1
,,,,"('people', 'intervention')",yokoyamamika1
,,,,"('brazil', 'god')",heloisaacastroo
,,,,"('dominite', 'aagenda')",andre_brust
,,,,"('dominite', 'aagenda')",andre_brust
,,,,"('see', 'child')",catharinafashion
,,,,"('child', 'escape')",catharinafashion
,,,,"('escape', 'fight')",catharinafashion
,,,,"('fight', 'brazil')",catharinafashion
,,,,"('see', 'child')",catharinafashion
,,,,"('child', 'escape')",catharinafashion
,,,,"('escape', 'fight')",catharinafashion
,,,,"('fight', 'brazil')",catharinafashion
,,,,"('see', 'child')",catharinafashion
,,,,"('child', 'escape')",catharinafashion
,,,,"('escape', 'fight')",catharinafashion
,,,,"('fight', 'brazil')",catharinafashion
,,,,"('dominite', 'aagenda')",andre_brust
,,,,"('dominite', 'aagenda')",andre_brust
,,,,"('accept', 'governed')",ligadospatriotas
,,,,"('governed', 'subject')",ligadospatriotas
,,,,"('subject', 'commanded')",ligadospatriotas
,,,,"('commanded', 'largest')",ligadospatriotas
,,,,"('largest', 'corruption')",ligadospatriotas
,,,,"('corruption', 'scheme')",ligadospatriotas
,,,,"('scheme', 'brazil')",ligadospatriotas
,,,,"('brazil', 'perhaps')",ligadospatriotas
,,,,"('perhaps', 'world')",ligadospatriotas
,,,,"('world', 'forces')",ligadospatriotas
,,,,"('forces', 'intervention')",ligadospatriotas
,,,,"('intervention', 'lula')",ligadospatriotas
,,,,"('lula', 'expression')",ligadospatriotas
,,,,"('dominite', 'aagenda')",andre_brust
,,,,"('see', 'child')",lisihfernandes
,,,,"('child', 'escape')",lisihfernandes
,,,,"('escape', 'fight')",lisihfernandes
,,,,"('fight', 'brazil')",lisihfernandes
,,,,"('dominite', 'aagenda')",andre_brust
,,,,"('pro', 'message')",marcos_vinivini
,,,,"('message', 'criminal')",marcos_vinivini
,,,,"('criminal', 'discount')",marcos_vinivini
,,,,"('discount', 'porder')",marcos_vinivini
,,,,"('porder', 'already')",marcos_vinivini
,,,,"('already', 'starts')",marcos_vinivini
,,,,"('starts', 'bringing')",marcos_vinivini
,,,,"('bringing', 'friends')",marcos_vinivini
,,,,"('friends', 'example')",marcos_vinivini
,,,,"('example', 'argentina')",marcos_vinivini
,,,,"('argentina', 'aff')",marcos_vinivini
,,,,"('aff', 'leonardo')",marcos_vinivini
,,,,"('leonardo', 'accept')",marcos_vinivini
,,,,"('accept', 'elections')",marcos_vinivini
,,,,"('elections', 'stain')",marcos_vinivini
,,,,"('stain', 'power')",marcos_vinivini
,,,,"('power', 'resistance')",marcos_vinivini
,,,,"('resistance', 'brazil')",marcos_vinivini
,,,,"('even', 'batman')",pr.jonearaujooficial
,,,,"('batman', 'patriot')",pr.jonearaujooficial
,,,,"('patriot', 'demonstration')",pr.jonearaujooficial
,,,,"('demonstration', 'claiming')",pr.jonearaujooficial
,,,,"('claiming', 'federal')",pr.jonearaujooficial
,,,,"('federal', 'intervention')",pr.jonearaujooficial
,,,,"('intervention', 'goias')",pr.jonearaujooficial
,,,,"('bringing', 'image')",louise_louisemachado
,,,,"('image', 'feed')",louise_louisemachado
,,,,"('feed', 'remember')",louise_louisemachado
,,,,"('remember', 'people')",louise_louisemachado
,,,,"('people', 'fight')",louise_louisemachado
,,,,"('fight', 'manifest')",louise_louisemachado
,,,,"('manifest', 'take')",louise_louisemachado
,,,,"('take', 'streetsbut')",louise_louisemachado
,,,,"('streetsbut', 'unlike')",louise_louisemachado
,,,,"('unlike', 'cry')",louise_louisemachado
,,,,"('cry', 'military')",louise_louisemachado
,,,,"('military', 'intervention')",louise_louisemachado
,,,,"('intervention', 'even')",louise_louisemachado
,,,,"('even', 'guide')",louise_louisemachado
,,,,"('guide', 'pepperal')",louise_louisemachado
,,,,"('pepperal', 'gathering')",louise_louisemachado
,,,,"('gathering', 'people')",louise_louisemachado
,,,,"('people', 'always')",louise_louisemachado
,,,,"('always', 'shouted')",louise_louisemachado
,,,,"('shouted', 'fought')",louise_louisemachado
,,,,"('fought', 'democracy')",louise_louisemachado
,,,,"('democracy', 'albeit')",louise_louisemachado
,,,,"('albeit', 'divergent')",louise_louisemachado
,,,,"('divergent', 'thoughts')",louise_louisemachado
,,,,"('thoughts', 'possibility')",louise_louisemachado
,,,,"('possibility', 'speak')",louise_louisemachado
,,,,"('speak', 'opine')",louise_louisemachado
,,,,"('opine', 'decideon')",louise_louisemachado
,,,,"('decideon', 'direction')",louise_louisemachado
,,,,"('direction', 'country')",louise_louisemachado
,,,,"('country', 'polls')",louise_louisemachado
,,,,"('polls', 'greet')",louise_louisemachado
,,,,"('greet', 'honor')",louise_louisemachado
,,,,"('honor', 'came')",louise_louisemachado
,,,,"('came', 'survivors')",louise_louisemachado
,,,,"('survivors', 'fascist')",louise_louisemachado
,,,,"('fascist', 'days')",louise_louisemachado
,,,,"('days', 'gave')",louise_louisemachado
,,,,"('gave', 'lives')",louise_louisemachado
,,,,"('lives', 'around')",louise_louisemachado
,,,,"('around', 'country')",louise_louisemachado
,,,,"('country', 'resisted')",louise_louisemachado
,,,,"('resisted', 'torture')",louise_louisemachado
,,,,"('torture', 'tyrannies')",louise_louisemachado
,,,,"('tyrannies', 'scammers')",louise_louisemachado
,,,,"('scammers', 'taken')",louise_louisemachado
,,,,"('taken', 'power')",louise_louisemachado
,,,,"('power', 'years')",louise_louisemachado
,,,,"('years', 'image')",louise_louisemachado
,,,,"('image', 'forget')",louise_louisemachado
,,,,"('forget', 'never')",louise_louisemachado
,,,,"('never', 'happen')",louise_louisemachado
,,,,"('happen', 'military')",louise_louisemachado
,,,,"('military', 'government')",louise_louisemachado
,,,,"('government', 'never')",louise_louisemachado
,,,,"('never', 'military')",louise_louisemachado
,,,,"('military', 'intervention')",louise_louisemachado
,,,,"('intervention', 'never')",louise_louisemachado
,,,,"('never', 'civil')",louise_louisemachado
,,,,"('civil', 'military')",louise_louisemachado
,,,,"('military', 'dictatorship')",louise_louisemachado
,,,,"('dictatorship', 'never')",louise_louisemachado
,,,,"('never', 'anyone')",louise_louisemachado
,,,,"('anyone', 'knows')",louise_louisemachado
,,,,"('knows', 'please')",louise_louisemachado
,,,,"('please', 'mark')",louise_louisemachado
,,,,"('mark', 'equacaprarimascontecaconteca')",louise_louisemachado
,,,,"('way', 'freedom')",canal_censura
,,,,"('freedom', 'find')",canal_censura
,,,,"('find', 'friends')",canal_censura
,,,,"('resistance', 'resistance')",yokoyamamika1
,,,,"('god', 'homeland')",alinedubiel
,,,,"('homeland', 'family')",alinedubiel
,,,,"('elections', 'brazil')",julio_correa_brasil
,,,,"('brazil', 'corruption')",julio_correa_brasil
,,,,"('corruption', 'apart')",julio_correa_brasil
,,,,"('apart', 'fraudulent')",julio_correa_brasil
,,,,"('fraudulent', 'manipulated')",julio_correa_brasil
,,,,"('manipulated', 'process')",julio_correa_brasil
,,,,"('november', 'morninglocation')",alexsanderpaulista
,,,,"('morninglocation', 'war')",alexsanderpaulista
,,,,"('war', 'shot')",alexsanderpaulista
,,,,"('shot', 'americana')",alexsanderpaulista
,,,,"('americana', 'sppanoramic')",alexsanderpaulista
,,,,"('sppanoramic', 'photo')",alexsanderpaulista
,,,,"('photo', 'dronebrazilian')",alexsanderpaulista
,,,,"('dronebrazilian', 'ordering')",alexsanderpaulista
,,,,"('ordering', 'workers')",alexsanderpaulista
,,,,"('workers', 'struggling')",alexsanderpaulista
,,,,"('struggling', 'save')",alexsanderpaulista
,,,,"('save', 'nation')",alexsanderpaulista
,,,,"('nation', 'hands')",alexsanderpaulista
,,,,"('hands', 'dictator')",alexsanderpaulista
,,,,"('dictator', 'communist')",alexsanderpaulista
,,,,"('communist', 'thief')",alexsanderpaulista
,,,,"('thief', 'lulla')",alexsanderpaulista
,,,,"('lulla', 'silva')",alexsanderpaulista
,,,,"('silva', 'revolutionary')",alexsanderpaulista
,,,,"('revolutionary', 'gang')",alexsanderpaulista
,,,,"('gang', 'gangs')",alexsanderpaulista
,,,,"('lets', 'go')",yokoyamamika1
,,,,"('go', 'final')",yokoyamamika1
,,,,"('final', 'game')",yokoyamamika1
,,,,"('game', 'intervention')",yokoyamamika1
,,,,"('power', 'emanates')",yokoyamamika1
,,,,"('emanates', 'people')",yokoyamamika1
,,,,"('people', 'recognize')",yokoyamamika1
,,,,"('recognize', 'thief')",yokoyamamika1
,,,,"('thief', 'president')",yokoyamamika1
,,,,"('president', 'dobrasil')",yokoyamamika1
,,,,"('dobrasil', 'mature')",yokoyamamika1
,,,,"('mature', 'bandeira')",yokoyamamika1
,,,,"('sil', 'intervention')",bahia_com_bolsonaro__
,,,,"('come', 'street')",liasantos.oficial
,,,,"('street', 'together')",liasantos.oficial
,,,,"('together', 'stronger')",liasantos.oficial
,,,,"('elections', 'planting')",ufrjdaopressao2
,,,,"('proud', 'brazilian')",danilopesbaracho
,,,,"('guys', 'lets')",yokoyamamika1
,,,,"('lets', 'go')",yokoyamamika1
,,,,"('go', 'streets')",yokoyamamika1
,,,,"('streets', 'front')",yokoyamamika1
,,,,"('front', 'barracks')",yokoyamamika1
,,,,"('monster', 'woke')",brunofigueiredo91
,,,,"('woke', 'never')",brunofigueiredo91
,,,,"('never', 'red')",brunofigueiredo91
,,,,"('may', 'sun')",elensoares__
,,,,"('sun', 'justice')",elensoares__
,,,,"('justice', 'shine')",elensoares__
,,,,"('shine', 'homeland')",elensoares__
,,,,"('learned', 'crime')",geovana_borges_m12
,,,,"('crime', 'pay')",geovana_borges_m12
,,,,"('power', 'emanates')",gioopiccinini
,,,,"('emanates', 'people')",gioopiccinini
,,,,"('people', 'get')",gioopiccinini
,,,,"('get', 'brazil')",gioopiccinini
,,,,"('giant', 'reallets')",pastorlucastercio
,,,,"('reallets', 'get')",pastorlucastercio
,,,,"('get', 'streets')",pastorlucastercio
,,,,"('streets', 'homeland')",pastorlucastercio
,,,,"('homeland', 'family')",pastorlucastercio
,,,,"('family', 'life')",pastorlucastercio
,,,,"('life', 'colors')",pastorlucastercio
,,,,"('colors', 'flagfor')",pastorlucastercio
,,,,"('flagfor', 'order')",pastorlucastercio
,,,,"('order', 'progressbrazil')",pastorlucastercio
,,,,"('progressbrazil', 'god')",pastorlucastercio
,,,,"('god', 'allbrazil')",pastorlucastercio
,,,,"('allbrazil', 'ministeriums')",pastorlucastercio
,,,,"('ministeriums', 'bolsonaro')",pastorlucastercio
,,,,"('unlawful', 'reputation')",lemuelmaia
,,,,"('reputation', 'without')",lemuelmaia
,,,,"('without', 'moral')",lemuelmaia
,,,,"('moral', 'suitability')",lemuelmaia
,,,,"('suitability', 'president')",lemuelmaia
,,,,"('president', 'brazilthe')",lemuelmaia
,,,,"('brazilthe', 'people')",lemuelmaia
,,,,"('people', 'say')",lemuelmaia
,,,,"('part', 'struggle')",daginaelias
,,,,"('struggle', 'story')",daginaelias
,,,,"('story', 'country')",daginaelias
,,,,"('want', 'good')",netao_roots
,,,,"('good', 'run')",netao_roots
,,,,"('run', 'along')",netao_roots
,,,,"('along', 'best')",netao_roots
,,,,"('best', 'grandpa')",netao_roots
,,,,"('grandpa', 'proud')",netao_roots
,,,,"('proud', 'dr')",netao_roots
,,,,"('dr', 'mario')",netao_roots
,,,,"('mario', 'doctor')",netao_roots
,,,,"('doctor', 'idol')",netao_roots
,,,,"('idol', 'amooooo')",netao_roots
,,,,"('intervention', 'apatriasept')",adribertoo
,,,,"('communism', 'sos')",bluefarm.agro
,,,,"('sos', 'ffaa')",bluefarm.agro
,,,,"('lets', 'go')",fcopereirapxoficial
,,,,"('go', 'people')",fcopereirapxoficial
,,,,"('people', 'lets')",fcopereirapxoficial
,,,,"('lets', 'fight')",fcopereirapxoficial
,,,,"('fight', 'fraud')",fcopereirapxoficial
,,,,"('fraud', 'elections')",fcopereirapxoficial
,,,,"('elections', 'say')",fcopereirapxoficial
,,,,"('say', 'corrupt')",fcopereirapxoficial
,,,,"('corrupt', 'system')",fcopereirapxoficial
,,,,"('system', 'fraud')",fcopereirapxoficial
,,,,"('fraud', 'yes')",fcopereirapxoficial
,,,,"('yes', 'wake')",fcopereirapxoficial
,,,,"('wake', 'brazil')",fcopereirapxoficial
,,,,"('brazil', 'ebrasil')",fcopereirapxoficial
,,,,"('ebrasil', 'fotheusofogealuta')",fcopereirapxoficial
,,,,"('lets', 'follow')",luci_laurie77
,,,,"('follow', 'brazilian')",luci_laurie77
,,,,"('brazilian', 'armyit')",luci_laurie77
,,,,"('armyit', 'million')",luci_laurie77
,,,,"('million', 'able')",luci_laurie77
,,,,"('able', 'triple')",luci_laurie77
,,,,"('triple', 'followerslets')",luci_laurie77
,,,,"('followerslets', 'triple')",luci_laurie77
,,,,"('triple', 'reaching')",luci_laurie77
,,,,"('reaching', 'millionstrength')",luci_laurie77
,,,,"('millionstrength', 'focus')",luci_laurie77
,,,,"('focus', 'faithshare')",luci_laurie77
,,,,"('faithshare', 'fullestlets')",luci_laurie77
,,,,"('fullestlets', 'support')",luci_laurie77
,,,,"('support', 'army')",luci_laurie77
,,,,"('brazilians', 'character')",alexsanderpaulista
,,,,"('character', 'orders')",alexsanderpaulista
,,,,"('orders', 'sell')",alexsanderpaulista
,,,,"('sell', 'pt')",alexsanderpaulista
,,,,"('pt', 'lula')",alexsanderpaulista
,,,,"('lula', 'infernal')",alexsanderpaulista
,,,,"('infernal', 'gang')",alexsanderpaulista
,,,,"('gang', 'criminals')",alexsanderpaulista
,,,,"('criminals', 'let')",alexsanderpaulista
,,,,"('let', 'us')",alexsanderpaulista
,,,,"('us', 'fight')",alexsanderpaulista
,,,,"('fight', 'firm')",alexsanderpaulista
,,,,"('firm', 'freedom')",alexsanderpaulista
,,,,"('freedom', 'shut')",alexsanderpaulista
,,,,"('shut', 'stop')",alexsanderpaulista
,,,,"('jun', 'people')",andreamariaamaral.sanad849
,,,,"('people', 'occupied')",andreamariaamaral.sanad849
,,,,"('occupied', 'parliament')",andreamariaamaral.sanad849
,,,,"('parliament', 'place')",andreamariaamaral.sanad849
,,,,"('place', 'law')",andreamariaamaral.sanad849
,,,,"('law', 'claims')",andreamariaamaral.sanad849
,,,,"('claims', 'would')",andreamariaamaral.sanad849
,,,,"('would', 'heard')",andreamariaamaral.sanad849
,,,,"('heard', 'without')",andreamariaamaral.sanad849
,,,,"('without', 'bolsonaro')",andreamariaamaral.sanad849
,,,,"('bolsonaro', 'ffaa')",andreamariaamaral.sanad849
,,,,"('ffaa', 'believe')",andreamariaamaral.sanad849
,,,,"('believe', 'make')",andreamariaamaral.sanad849
,,,,"('make', 'history')",andreamariaamaral.sanad849
,,,,"('peaceful', 'demonstrations')",marciaagcoelho
,,,,"('demonstrations', 'across')",marciaagcoelho
,,,,"('across', 'countryfrom')",marciaagcoelho
,,,,"('countryfrom', 'north')",marciaagcoelho
,,,,"('north', 'south')",marciaagcoelho
,,,,"('south', 'east')",marciaagcoelho
,,,,"('east', 'west')",marciaagcoelho
,,,,"('west', 'outrage')",marciaagcoelho
,,,,"('outrage', 'illegitimate')",marciaagcoelho
,,,,"('illegitimate', 'elections')",marciaagcoelho
,,,,"('elections', 'candidate')",marciaagcoelho
,,,,"('candidate', 'favored')",marciaagcoelho
,,,,"('favored', 'spite')",marciaagcoelho
,,,,"('spite', 'votes')",marciaagcoelho
,,,,"('votes', 'purchased')",marciaagcoelho
,,,,"('purchased', 'cash')",marciaagcoelho
,,,,"('cash', 'advertisements')",marciaagcoelho
,,,,"('advertisements', 'conveyed')",marciaagcoelho
,,,,"('conveyed', 'profiles')",marciaagcoelho
,,,,"('profiles', 'channels')",marciaagcoelho
,,,,"('channels', 'censored')",marciaagcoelho
,,,,"('censored', 'want')",marciaagcoelho
,,,,"('want', 'armed')",marciaagcoelho
,,,,"('armed', 'forces')",marciaagcoelho
,,,,"('forces', 'investigate')",marciaagcoelho
,,,,"('investigate', 'acts')",marciaagcoelho
,,,,"('acts', 'tse')",marciaagcoelho
,,,,"('tse', 'denied')",marciaagcoelho
,,,,"('denied', 'party')",marciaagcoelho
,,,,"('party', 'minister')",marciaagcoelho
,,,,"('minister', 'intervention')",marciaagcoelho
,,,,"('brazilians', 'character')",esquerdasinistra
,,,,"('character', 'orders')",esquerdasinistra
,,,,"('orders', 'sell')",esquerdasinistra
,,,,"('sell', 'pt')",esquerdasinistra
,,,,"('pt', 'lula')",esquerdasinistra
,,,,"('lula', 'infernal')",esquerdasinistra
,,,,"('infernal', 'gang')",esquerdasinistra
,,,,"('gang', 'criminals')",esquerdasinistra
,,,,"('criminals', 'let')",esquerdasinistra
,,,,"('let', 'us')",esquerdasinistra
,,,,"('us', 'fight')",esquerdasinistra
,,,,"('fight', 'firm')",esquerdasinistra
,,,,"('firm', 'freedom')",esquerdasinistra
,,,,"('freedom', 'shut')",esquerdasinistra
,,,,"('shut', 'stop')",esquerdasinistra
,,,,"('lets', 'go')",fcopereirapxoficial
,,,,"('go', 'people')",fcopereirapxoficial
,,,,"('people', 'lets')",fcopereirapxoficial
,,,,"('lets', 'fight')",fcopereirapxoficial
,,,,"('fight', 'fraud')",fcopereirapxoficial
,,,,"('fraud', 'elections')",fcopereirapxoficial
,,,,"('elections', 'fraud')",fcopereirapxoficial
,,,,"('fraud', 'yes')",fcopereirapxoficial
,,,,"('yes', 'wake')",fcopereirapxoficial
,,,,"('wake', 'brazil')",fcopereirapxoficial
,,,,"('brazil', 'ebrasil')",fcopereirapxoficial
,,,,"('ebrasil', 'fotheusofogealuta')",fcopereirapxoficial
,,,,"('brazilian', 'nation')",madu.turbo
,,,,"('nation', 'nothing')",madu.turbo
,,,,"('lets', 'go')",fcopereirapxoficial
,,,,"('go', 'people')",fcopereirapxoficial
,,,,"('people', 'lets')",fcopereirapxoficial
,,,,"('lets', 'fight')",fcopereirapxoficial
,,,,"('fight', 'fraud')",fcopereirapxoficial
,,,,"('fraud', 'elections')",fcopereirapxoficial
,,,,"('elections', 'fraud')",fcopereirapxoficial
,,,,"('fraud', 'yes')",fcopereirapxoficial
,,,,"('yes', 'wake')",fcopereirapxoficial
,,,,"('wake', 'brazil')",fcopereirapxoficial
,,,,"('brazil', 'ebrasil')",fcopereirapxoficial
,,,,"('ebrasil', 'fotheusofogealuta')",fcopereirapxoficial
,,,,"('neverluladro', 'chain')",yokoyamamika1
,,,,"('chain', 'corruption')",yokoyamamika1
,,,,"('corruption', 'immorality')",yokoyamamika1
,,,,"('immorality', 'channelhice')",yokoyamamika1
,,,,"('channelhice', 'intervention')",yokoyamamika1
,,,,"('intervention', 'fraud')",yokoyamamika1
,,,,"('lets', 'go')",scrapbookdajana
,,,,"('go', 'streetsthe')",scrapbookdajana
,,,,"('streetsthe', 'people')",scrapbookdajana
,,,,"('people', 'recognize')",scrapbookdajana
,,,,"('recognize', 'former')",scrapbookdajana
,,,,"('former', 'president')",scrapbookdajana
,,,,"('president', 'presidentwe')",scrapbookdajana
,,,,"('presidentwe', 'accept')",scrapbookdajana
,,,,"('accept', 'results')",scrapbookdajana
,,,,"('results', 'forged')",scrapbookdajana
,,,,"('forged', 'pollsp')",scrapbookdajana
,,,,"('pollsp', 'patria')",scrapbookdajana
,,,,"('patria', 'christian')",scrapbookdajana
,,,,"('christian', 'values')",scrapbookdajana
,,,,"('values', 'family')",scrapbookdajana
,,,,"('family', 'freedomthe')",scrapbookdajana
,,,,"('freedomthe', 'people')",scrapbookdajana
,,,,"('people', 'cry')",scrapbookdajana
,,,,"('cry', 'either')",scrapbookdajana
,,,,"('either', 'bolsonaro')",scrapbookdajana
,,,,"('bolsonaro', 'power')",scrapbookdajana
